kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_impact,koi_duration,koi_ror,koi_steff,koi_slogg,koi_srad,ra,dec
4862332,K06463.01,,FALSE POSITIVE,0.8903331,131.5337,134.1,0.322,2.643,0.010448,4981.0,2.437,18.374,298.16129,39.90097
3757590,K03520.01,,FALSE POSITIVE,135.58607679,177.9285627,363134.0,0.549,5.54241,0.632266,6401.0,4.324,1.301,294.14371,38.877392
11709124,K00435.05,Kepler-154 c,CONFIRMED,62.3026877,179.09948,859.3,0.712,7.509,0.028719,5688.0,4.415,0.971,289.78052,49.89653
10657406,K01837.02,Kepler-969 c,CONFIRMED,1.682934607,131.96807,142.7,0.681,1.8846,0.011608,5201.0,4.573,0.834,288.3725,47.933559
10601549,K06226.01,,FALSE POSITIVE,1.463773705,132.807589,64776.0,0.838,1.9123,0.298682,5446.0,4.599,0.668,292.47943,47.83461
10801249,K04611.01,,FALSE POSITIVE,1.67495622,131.8099,35.9,0.399,2.994,0.005588,6323.0,4.296,1.263,293.4678,48.12608
9953575,K04751.01,,FALSE POSITIVE,362.69427,154.1124,439.9,0.0774,9.7,0.018881,5288.0,3.898,1.719,292.78592,46.808411
8564976,K03890.01,,FALSE POSITIVE,152.8255989,197.41339,2173.5,0.409,22.688,0.042512,4991.0,2.933,7.506,293.77213,44.63847
9730163,K02704.01,Kepler-445 c,CONFIRMED,4.871223664,133.64255,6462.0,0.706,1.5916,0.079431,3157.0,5.112,0.18,298.73611,46.498634
9344623,K07163.01,,FALSE POSITIVE,14.759477667,139.7828128,357470.0,0.56,9.7746,0.630297,6522.0,4.407,1.105,292.7402,45.80151
11769801,K02633.01,,FALSE POSITIVE,29.7123181,151.5603,385.4,1.202,70.3707,0.221351,6440.0,3.984,1.921,295.14294,49.993069
11760931,K08229.01,,FALSE POSITIVE,397.72733,264.7499,232.8,0.013,11.683,0.01394,6032.0,4.485,0.973,290.60349,49.99242
5385697,K03967.01,,FALSE POSITIVE,12.4260454,141.5025,582.1,0.967,27.7691,0.029607,5645.0,4.569,0.817,297.64737,40.536461
11601584,K01831.04,Kepler-324 e,CONFIRMED,13.97945055,142.33829,356.1,0.924,1.2325,0.021836,5191.0,4.53,0.826,286.47147,49.649021
5561278,K01621.01,Kepler-911 b,CONFIRMED,20.31047472,146.82534,164.6,0.05,5.3357,0.011737,6065.0,3.97,1.877,298.5892,40.75069
7898352,K01486.02,Kepler-302 b,CONFIRMED,30.1837021,146.64675,974.9,0.011,5.879,0.028292,5733.0,4.281,1.183,294.31699,43.629341
9031209,K03316.01,Kepler-1467 b,CONFIRMED,47.0568476,161.05864,1531.2,0.027,5.2232,0.03515,5288.0,4.613,0.74,295.04855,45.342682
4927734,K03212.01,,FALSE POSITIVE,3.0001191,132.9097,7.7,0.635,6.61,0.002691,8431.0,3.97,2.485,292.91702,40.09243
6463499,K04163.01,,FALSE POSITIVE,94.446856,166.1513,436.4,0.977,7.502,0.02636,5780.0,3.729,2.478,297.49054,41.8326
5450893,K02970.01,Kepler-1890 b,CONFIRMED,4.82051088,135.78541,40.9,0.922,3.588,0.00709,6046.0,4.158,1.396,292.57779,40.667858
9950316,K02947.01,,FALSE POSITIVE,57.104588,151.083,144.3,0.087,11.5,0.010881,5637.0,4.564,0.821,291.38715,46.88168
3854101,K05018.01,,FALSE POSITIVE,293.5056071,328.7269,6824.0,1.341,3.4075,0.442295,5455.0,4.381,1.006,292.4649,38.907421
2569516,K04945.01,,FALSE POSITIVE,45.5827119,138.6761,76.5,0.253,3.193,0.008166,7266.0,3.828,2.715,290.1824,37.81876
11044770,K00170.01,,FALSE POSITIVE,15.60865244,144.29934,311.4,0.985,6.26,0.023255,8014.0,3.94,2.43,297.97922,48.553871
7694615,K04489.01,,FALSE POSITIVE,0.631106722,131.89801,49.2,0.194,0.9942,0.006393,5400.0,4.443,0.898,295.66672,43.37035
6605493,K02559.01,Kepler-1686 b,CONFIRMED,9.30991834,136.39785,114.5,0.551,3.455,0.010094,5806.0,4.353,1.101,291.60675,42.035919
8374499,K07026.01,,FALSE POSITIVE,5.251918489,136.74098,296478.0,0.317,5.59653,0.513326,6099.0,4.511,0.919,295.00055,44.321018
8255887,K00908.01,Kepler-720 b,CONFIRMED,4.708326451,171.446507,7912.7,0.061,3.16114,0.080242,5560.0,4.246,1.21,298.63565,44.17094
11807274,K00262.01,Kepler-50 b,CONFIRMED,7.81285862,172.6138,117.3,0.03,4.098,0.009941,6237.0,4.136,1.543,288.10086,50.033718
4826439,K06121.01,,FALSE POSITIVE,1.237147407,132.6581514,435364.0,0.466,7.06623,0.671019,6064.0,4.16,1.449,289.02982,39.951889
6207053,K06675.01,,FALSE POSITIVE,0.604755462,131.84831,334.5,0.039,1.3741,0.016228,4842.0,4.616,0.726,292.5015,41.549061
6116605,K05238.01,,FALSE POSITIVE,419.21314,164.0745,2084.0,0.9597,6.385,0.046343,5780.0,4.438,1.0,289.62195,41.456196
9595827,K00217.01,Kepler-71 b,CONFIRMED,3.905081685,133.4150433,21340.5,0.131,2.8213,0.13191,5543.0,4.54,0.887,294.86551,46.285851
4180401,K02709.01,,FALSE POSITIVE,15.4126766,144.9757,599.8,0.958,3.402,0.030214,5240.0,4.555,0.856,296.54736,39.222542
5437945,K03791.02,Kepler-460 c,CONFIRMED,220.142913,245.94139,1796.4,0.023,19.528,0.039068,6340.0,4.163,1.393,288.47485,40.65136
9458613,K00707.05,Kepler-33 b,CONFIRMED,5.66815821,131.88743,119.7,0.177,4.9064,0.009996,5900.0,4.022,1.694,289.07755,46.005219
3546821,K04990.01,,FALSE POSITIVE,561.08191,133.5178,229.1,0.4298,14.94,0.014082,6014.0,4.264,1.258,292.00742,38.617329
10070468,K02628.01,Kepler-1297 b,CONFIRMED,1.68189051,133.07951,83.2,0.415,2.992,0.008447,5827.0,4.191,1.374,289.95651,47.02039
8622875,K05551.01,,FALSE POSITIVE,374.71687,505.6954,1126.2,0.985,52.986,0.050441,5768.0,4.375,1.009,291.08795,44.751789
3750350,K07665.01,,FALSE POSITIVE,319.30633,221.3106,155.2,0.092,6.74,0.011406,6095.0,4.459,1.014,292.33884,38.84491
8037145,K00520.03,Kepler-176 d,CONFIRMED,25.75274977,136.43851,738.9,0.516,2.7678,0.02519,4963.0,4.501,0.826,294.66797,43.85326
9898017,K04484.01,Kepler-1960 b,CONFIRMED,2.29794819,131.49826,83.2,0.108,2.84,0.008411,6371.0,4.426,1.072,294.69696,46.720188
6755944,K04072.01,Kepler-1547 b,CONFIRMED,0.692978457,131.80142,61.0,0.938,1.1366,0.008898,6105.0,3.805,2.304,283.76407,42.222172
8240797,K01809.02,Kepler-321 b,CONFIRMED,4.915385452,132.69448,225.5,0.484,2.7757,0.014007,5772.0,4.487,0.956,294.45386,44.145973
6267425,K00848.01,,FALSE POSITIVE,3.166465862,172.002627,4357.2,1.266,2.9381,0.348902,4968.0,4.575,0.704,284.86929,41.679192
4374610,K04712.01,,FALSE POSITIVE,1.44438449,132.75645,75.4,0.466,2.704,0.008182,6667.0,4.358,1.213,294.04175,39.457371
7692093,K03337.02,,FALSE POSITIVE,91.172033,154.9657,368.5,0.005,6.676,0.017331,5552.0,4.562,0.836,294.90594,43.381889
7376983,K01358.02,Kepler-1987 e,CONFIRMED,8.74292005,358.59286,779.5,0.025,2.6277,0.024586,4769.0,4.622,0.714,295.8255,42.94339
4175105,K04836.01,,FALSE POSITIVE,0.60818508,131.62275,144.7,1.835,0.909,0.843141,5981.0,4.372,1.043,295.58548,39.299259
10351767,K01153.01,,FALSE POSITIVE,0.635069939,134.0209283,33117.3,1.25,2.07171,0.499997,6340.0,4.434,1.058,296.32028,47.40657
9351316,K02078.01,Kepler-1086 b,CONFIRMED,18.78429232,137.88207,1009.5,0.658,3.1136,0.030522,4243.0,4.637,0.641,295.25116,45.842972
8151055,K03298.01,Kepler-1460 b,CONFIRMED,29.9632816,149.94353,893.2,0.855,2.6,0.032143,4463.0,4.623,0.638,285.5578,44.010792
3836439,K06364.01,,FALSE POSITIVE,1.540395674,131.9963513,70614.6,1.072,2.80168,0.47064,7394.0,3.897,2.283,286.94843,38.928219
5375194,K01825.01,Kepler-964 b,CONFIRMED,13.52252364,142.17932,690.6,0.216,3.987,0.02369,5338.0,4.557,0.816,295.30008,40.556591
8866102,K00042.01,Kepler-410 A b,CONFIRMED,17.83367834,181.233943,326.9,0.013,4.5112,0.016638,6407.0,4.268,1.337,283.1507,45.139832
7770471,K03706.01,,FALSE POSITIVE,1.157804607,132.448327,605713.0,0.26,4.66082,0.759009,6510.0,4.219,1.425,297.18048,43.477112
12506342,K07538.01,,FALSE POSITIVE,1.22775105,132.56346,327.6,0.262,1.602,0.01632,4551.0,4.713,0.56,289.04477,51.415379
5602409,K05181.01,,FALSE POSITIVE,136.830243,138.5183,464.3,0.3813,2.956,0.019622,5096.0,3.007,8.038,285.63928,40.84763
12265150,K05963.01,,FALSE POSITIVE,1.686009643,133.060575,390.4,0.566,1.1818,0.018813,5783.0,4.539,0.88,295.12543,50.906052
6205384,K05250.01,,FALSE POSITIVE,3.72273683,134.6473,37.8,0.52,8.552,0.00579,5898.0,4.567,0.819,291.96027,41.578609
9025971,K03680.01,Kepler-1657 b,CONFIRMED,141.2415405,256.205347,12990.5,0.12,6.7645,0.103416,5705.0,4.397,1.017,293.28156,45.309669
7698701,K04322.02,,FALSE POSITIVE,321.55087,241.849,397.0,0.1608,5.863,0.018217,5835.0,4.554,0.847,296.82007,43.38802
4850961,K04092.01,Kepler-1551 b,CONFIRMED,24.4972683,133.92177,449.1,0.817,5.43,0.021608,6392.0,4.399,1.162,295.78552,39.907921
5951416,K04781.02,,FALSE POSITIVE,524.14139,344.9169,403.7,0.1508,11.603,0.018511,6225.0,4.481,0.931,288.97574,41.279121
5794240,K00254.01,Kepler-45 b,CONFIRMED,2.455240626,170.821762,36911.9,0.144,1.72722,0.170837,3793.0,4.697,0.568,292.87289,41.06427
11922722,K02301.01,,FALSE POSITIVE,3.51289168,133.79619,131.0,0.373,3.313,0.010499,5523.0,4.395,0.981,295.98465,50.248199
4913852,K00818.01,Kepler-691 b,CONFIRMED,8.11437482,176.33968,1558.0,0.573,2.2736,0.037204,3692.0,4.753,0.517,288.81201,40.033401
6196457,K00285.03,Kepler-92 d,CONFIRMED,49.3567907,134.29533,130.2,0.277,10.954,0.010449,5862.0,4.05,1.67,289.08606,41.562958
8429314,K02624.01,Kepler-1294 b,CONFIRMED,115.6863392,246.98666,945.9,0.226,4.65,0.028036,5800.0,4.327,1.149,291.2681,44.48819
8613218,K04485.01,,FALSE POSITIVE,368.11581,227.4962,476.2,0.0125,13.52,0.02001,6122.0,4.487,0.964,286.78354,44.73737
9466668,K00939.02,Kepler-256 d,CONFIRMED,5.83909761,132.09261,273.6,0.341,3.1915,0.015116,5553.0,4.221,1.25,292.58044,46.097389
7779077,K01842.01,Kepler-1770 b,CONFIRMED,16.84183355,137.99443,822.1,0.688,2.6194,0.027911,5602.0,4.404,1.009,299.25031,43.410439
9896018,K02579.01,Kepler-1859 b,CONFIRMED,2.7296036,133.28661,145.6,0.509,2.721,0.011314,5887.0,4.292,1.235,293.98871,46.718021
7549209,K01518.01,Kepler-875 b,CONFIRMED,27.5071114,151.84775,580.7,0.918,5.907,0.026833,5783.0,4.539,0.88,297.3013,43.141891
9592575,K03565.01,,FALSE POSITIVE,2.63757408,131.575561,169658.0,1.107,5.9626,0.730483,5639.0,4.509,0.953,293.66934,46.297459
7375795,K01378.01,,FALSE POSITIVE,19.30112039,133.35614,232.3,0.862,6.0752,0.016082,5687.0,4.408,0.943,295.51068,42.930565
5389540,K01836.01,,FALSE POSITIVE,10.26231992,133.20719,813.9,0.945,3.568,0.033623,4316.0,4.709,0.54,298.46799,40.516678
11963206,K02820.01,Kepler-1357 b,CONFIRMED,3.00912491,131.62696,191.4,0.009,2.228,0.012546,5713.0,4.541,0.893,291.5481,50.35331
8120608,K00571.05,Kepler-186 f,CONFIRMED,129.945392,176.82285,500.1,0.909,5.786,0.024432,3751.0,4.8,0.443,298.65271,43.955021
4828341,K01496.01,,FALSE POSITIVE,36.12895451,388.551318,3758.6,1.474,2.2348,0.539433,5921.0,4.484,0.912,289.60678,39.938332
7599004,K05403.01,,FALSE POSITIVE,2.41172358,133.8617,3364.7,1.281,2.6311,0.34742,6363.0,4.22,1.332,288.91037,43.21846
4829935,K02395.01,,FALSE POSITIVE,16.9329284,132.15407,488.3,0.319,1.218,0.020585,6310.0,4.417,1.095,290.06293,39.922272
9366617,K04215.01,Kepler-1570 b,CONFIRMED,26.5487294,137.24401,142.0,0.21,7.968,0.010812,5456.0,3.802,2.154,299.86182,45.827351
7695087,K03693.01,,FALSE POSITIVE,4.032760214,133.301891,10803.4,1.224,2.7194,0.367551,4969.0,2.899,9.433,295.80582,43.304451
9006449,K01413.03,Kepler-295 d,CONFIRMED,33.8845825,159.98819,224.1,0.961,6.538,0.017958,5607.0,4.447,0.886,285.34583,45.367779
11046870,K05858.01,,FALSE POSITIVE,8.34410791,136.54528,255.2,0.546,1.606,0.015186,6321.0,4.434,1.058,298.75833,48.59779
5385778,K06129.01,,FALSE POSITIVE,12.42592247,141.54848,8707.6,0.885,31.5,0.104342,4849.0,3.06,6.952,297.66788,40.58028
3832716,K00027.01,,FALSE POSITIVE,1.141877248,170.3386848,309490.0,0.598,4.33931,0.593216,6158.0,4.152,1.368,285.39404,38.904911
3340070,K01097.01,,FALSE POSITIVE,10.9110487,142.52714,401.9,0.9761,7.033,0.025025,5903.0,4.546,0.864,290.89407,38.435032
11288051,K00241.01,Kepler-124 c,CONFIRMED,13.82142084,131.79237,765.2,0.904,3.985,0.030937,4983.0,4.66,0.651,286.75278,49.064911
6936966,K07797.01,,FALSE POSITIVE,36.4721523,159.7848,52.6,0.738,2.673,0.007177,5853.0,4.529,0.895,287.94504,42.413551
8480582,K04386.01,Kepler-1702 b,CONFIRMED,18.5010898,149.17569,421.1,0.719,3.179,0.020176,5242.0,4.613,0.734,284.9725,44.567551
9112931,K02256.01,Kepler-1161 b,CONFIRMED,10.71253475,137.16499,1198.6,0.72,2.7186,0.034061,4175.0,4.715,0.544,299.07709,45.440639
7897936,K07856.01,,FALSE POSITIVE,363.17077,401.1646,384.6,0.008,28.26,0.018568,10134.0,3.579,4.842,294.19467,43.677078
1865042,K01002.01,Kepler-746 b,CONFIRMED,3.4815917,132.98828,135.2,0.076,1.8069,0.010446,5405.0,4.374,1.022,290.68225,37.35511
9027841,K04266.01,,FALSE POSITIVE,0.503999678,131.631544,975.6,0.962,0.5421,0.047859,4898.0,4.686,0.568,293.95221,45.31826
9873254,K00717.01,Kepler-653 b,CONFIRMED,14.70749512,175.79267,262.0,0.127,3.1506,0.014617,5676.0,4.247,1.28,282.21292,46.717819
10264202,K07300.01,,FALSE POSITIVE,0.517573708,131.5161551,87205.0,1.021,2.23102,0.484349,5427.0,4.633,0.7,287.42365,47.373341
8565266,K00578.01,Kepler-608 b,CONFIRMED,6.412512953,169.879804,1156.4,0.553,5.2677,0.032166,6026.0,4.366,1.108,293.88293,44.638088
5444384,K01778.01,,FALSE POSITIVE,1.519529227,132.55256,8372.5,0.866,5.1675,0.097397,6033.0,4.46,1.046,290.51465,40.693001
11018648,K00759.01,Kepler-230 b,CONFIRMED,32.62876672,194.1019,1804.8,0.021,4.7971,0.03852,5586.0,4.56,0.798,285.71854,48.505859
6541920,K00157.01,Kepler-11 c,CONFIRMED,13.02493307,138.176157,778.4,0.004,4.5706,0.025235,5657.0,4.364,1.046,297.11511,41.909142
11456405,K04845.01,,FALSE POSITIVE,0.814278961,131.64806,72.0,0.451,2.087,0.007855,5537.0,4.539,0.886,292.50577,49.331959
8013289,K06952.01,,FALSE POSITIVE,10.643110689,140.1691798,316.3,1.179,88.1118,0.197178,5930.0,4.084,1.473,285.09076,43.801754
4037428,K05993.01,,FALSE POSITIVE,4.264729569,135.198495,22672.0,0.924,2.2075,0.19358,6052.0,4.084,1.417,285.14496,39.186989
11133306,K00276.01,Kepler-509 b,CONFIRMED,41.74598855,210.399151,421.8,0.049,4.6125,0.018741,5978.0,4.316,1.171,289.6644,48.706211
9776186,K04543.01,,FALSE POSITIVE,1.48922187,132.3722,613.6,0.393,1.882,0.022918,5780.0,4.438,1.0,294.15503,46.575706
3839488,K01216.01,Kepler-794 b,CONFIRMED,11.13127159,134.36341,211.2,0.01,4.2372,0.013138,5800.0,4.202,1.435,288.1337,38.99688
9468382,K03409.01,,FALSE POSITIVE,11.08260553,136.6562,601.2,0.966,6.23,0.03062,5125.0,3.674,2.196,293.25259,46.04903
10358759,K00738.01,Kepler-29 b,CONFIRMED,10.3392408,170.38549,1184.6,0.15,3.075,0.031329,5730.0,4.545,0.87,298.34833,47.49123
10592163,K07346.01,,FALSE POSITIVE,14.762889172,133.7747853,79329.6,1.046,6.52705,0.477159,5691.0,4.354,1.031,288.55362,47.867298
9636563,K02892.01,,FALSE POSITIVE,10.63609504,139.7996,290.6,0.029,3.48,0.015415,5546.0,4.575,0.81,285.33636,46.31237
9411166,K01922.01,Kepler-1016 b,CONFIRMED,1.954525966,132.29679,392.8,0.673,2.0944,0.019224,5741.0,4.331,1.136,294.61365,45.984619
9837083,K03719.01,,FALSE POSITIVE,0.623393802,131.599128,30192.2,1.137,1.40392,0.404339,4330.0,4.628,0.639,294.31943,46.619598
12647110,K08240.01,,FALSE POSITIVE,462.463589,583.10723,1024.3,0.386,5.007,0.029198,5059.0,3.466,2.799,290.48471,51.72855
10581918,K03807.01,,FALSE POSITIVE,1.801863222,132.48449,262582.0,0.681,7.2492,0.572771,7479.0,3.919,2.324,283.0437,47.80463
6802536,K04883.01,,FALSE POSITIVE,2.9788702,133.5035183,,,9.3,,,,,298.03253,42.20034
4735826,K03184.02,Kepler-1972 c,CONFIRMED,11.3220104,142.7143,17.1,0.1749,5.86,0.003795,6003.0,3.825,2.193,288.39529,39.872627
11752906,K00253.01,Kepler-2000 b,CONFIRMED,6.383159135,170.604622,2313.2,0.197,1.7504,0.043356,3757.0,4.681,0.576,285.57434,49.962269
6041734,K02167.01,Kepler-1129 b,CONFIRMED,24.3398202,136.05813,777.3,0.928,3.891,0.031817,5596.0,4.105,1.466,291.60449,41.309361
5021737,K00026.01,,FALSE POSITIVE,15.03946326,144.137461,5237.7,0.902,5.1008,0.07857,6501.0,4.212,1.441,294.73282,40.150341
8738115,K07083.01,,FALSE POSITIVE,37.59406667,168.578815,28617.7,1.197,8.9943,0.430244,5941.0,4.426,0.917,284.44827,44.96336
10208894,K08199.01,,FALSE POSITIVE,183.836254,149.3728,1046.2,0.956,13.088,0.039532,4959.0,2.569,11.963,292.32233,47.255112
9597345,K00711.02,Kepler-218 b,CONFIRMED,3.619309734,135.44164,206.6,0.116,3.0504,0.012902,5497.0,4.394,1.046,295.41281,46.266472
5887316,K07747.01,,FALSE POSITIVE,0.603086711,131.664075,1242.8,1.251,1.0869,0.290753,6353.0,4.397,1.134,295.04559,41.10421
7019580,K05345.01,,FALSE POSITIVE,72.0153825,168.8166,177.7,0.6038,2.548,0.012635,5099.0,3.299,5.032,286.98447,42.551121
2452440,K03687.01,,FALSE POSITIVE,8.097050622,138.423529,65620.0,0.592,5.6736,0.245958,5753.0,4.423,0.894,293.44687,37.72121
9839081,K06213.01,,FALSE POSITIVE,2.559236603,132.263863,11273.0,1.251,1.6706,0.39054,5955.0,4.534,0.883,295.07114,46.68782
3240706,K01098.01,,FALSE POSITIVE,5.48990788,134.10438,598.9,1.199,4.02,0.225166,5982.0,4.493,0.96,292.85608,38.37257
9221398,K06066.01,,FALSE POSITIVE,13.787520532,136.762097,12978.3,0.99,2.55435,0.179945,6399.0,4.312,1.289,293.09286,45.691841
10148521,K01084.01,,FALSE POSITIVE,1.204274435,134.05838,185.8,0.528,1.3362,0.012855,5668.0,4.552,0.849,294.59613,47.197449
9907129,K03127.01,Kepler-1436 b,CONFIRMED,9.705693,140.3709,140.8,0.941,7.702,0.013675,5808.0,4.178,1.385,297.71158,46.768021
8345473,K07881.01,,FALSE POSITIVE,2.2502073,133.6127,260.1,0.268,2.203,0.014278,4507.0,2.391,12.787,282.18466,44.359459
9455556,K01396.01,Kepler-294 c,CONFIRMED,6.62643441,183.98789,814.6,0.111,3.1752,0.025799,5616.0,4.529,0.903,287.392,46.059311
3230227,K06311.01,,FALSE POSITIVE,7.047106212,132.75015,69626.0,1.077,3.16223,0.472034,8162.0,3.973,2.321,290.11258,38.399872
10201891,K05777.01,,FALSE POSITIVE,372.30881,379.1454,535.2,0.1243,3.874,0.021177,5966.0,4.519,0.904,289.41861,47.291889
10600955,K02227.01,Kepler-1151 b,CONFIRMED,65.6480892,173.30166,588.7,0.949,5.746,0.028896,5565.0,4.251,1.246,292.2478,47.878448
2851100,K01104.01,,FALSE POSITIVE,0.890110752,133.2647,321.5,0.216,0.8774,0.016162,4768.0,4.628,0.711,291.17068,38.008591
9605514,K00945.02,Kepler-1666 c,CONFIRMED,40.715561,146.36485,680.9,0.008,6.894,0.023993,6297.0,4.448,1.031,297.9516,46.264721
5473556,K02939.01,,FALSE POSITIVE,11.258825027,134.7384085,196280.0,0.805,8.9592,0.545292,6217.0,4.052,1.464,298.15009,40.65617
7022603,K05346.01,,FALSE POSITIVE,21.12752693,142.67722,51.8,0.157,2.253,0.006205,4024.0,1.672,30.882,288.22437,42.549011
3526331,K04800.01,,FALSE POSITIVE,2.23755641,133.0574,101.1,0.182,2.089,0.009255,6026.0,4.505,0.924,285.31628,38.686619
11673674,K00133.01,,FALSE POSITIVE,4.618767792,133.386535,4399.1,0.766,5.9957,0.066285,6013.0,4.381,1.033,297.31006,49.703041
5476671,K04598.01,,FALSE POSITIVE,0.824180121,132.10276,208.1,1.171,2.839,0.184616,5977.0,4.514,0.883,298.75528,40.665218
11493732,K00772.01,,FALSE POSITIVE,61.2563628,173.83826,5123.3,1.248,7.633,0.334628,6144.0,4.402,1.091,283.72592,49.479519
8676061,K05558.01,,FALSE POSITIVE,428.1186,243.23,443.8,0.1377,6.56,0.019378,6225.0,4.45,1.031,285.75574,44.85244
6312171,K03079.01,,FALSE POSITIVE,92.57337995,171.1309675,,,8.45,,,,,298.81332,41.627468
10163066,K06215.01,,FALSE POSITIVE,462.12345,408.2031,699.0,0.2396,8.46,0.023288,4547.0,4.559,0.747,298.90012,47.146481
7517261,K03496.01,Kepler-1511 b,CONFIRMED,23.2385587,143.5274,161.2,0.355,8.432,0.011845,6602.0,4.108,1.685,288.4212,43.179794
7698701,K04322.01,,FALSE POSITIVE,370.90237,205.0559,545.8,0.0566,10.558,0.021312,5835.0,4.554,0.847,296.82007,43.38802
5024292,K03579.01,,FALSE POSITIVE,4.301031137,134.44907,204153.0,0.79,5.65214,0.550225,6386.0,4.208,1.548,295.30023,40.18335
11601584,K01831.03,Kepler-324 d,CONFIRMED,34.205785079,148.8050925,183.2,0.319,5.1691,0.012235,5191.0,4.53,0.826,286.47147,49.649021
8611344,K04432.01,,FALSE POSITIVE,410.99389,190.8191,550.0,0.3421,12.01,0.021318,5471.0,4.533,0.898,285.75586,44.724998
2708270,K04951.01,,FALSE POSITIVE,1.89125883,132.687,274.5,0.013,4.656,0.014508,4449.0,2.031,14.894,290.31427,37.948009
9963265,K02299.01,Kepler-1819 b,CONFIRMED,16.48686712,139.20338,987.9,1.198,1.431,0.23474,6090.0,4.447,1.071,296.56006,46.857479
7552701,K03994.01,,FALSE POSITIVE,1.324247867,131.51043,83.3,0.295,1.4759,0.008499,6557.0,4.251,1.406,298.0513,43.164909
8299947,K03631.01,,FALSE POSITIVE,2.682767439,131.570648,394412.0,0.509,4.58143,0.647193,5780.0,4.438,1.0,291.88657,44.224564
8218379,K01920.01,Kepler-1014 b,CONFIRMED,16.57099265,133.90704,644.9,0.55,2.9052,0.023913,5483.0,4.589,0.779,285.12204,44.1106
8244190,K01071.01,,FALSE POSITIVE,1.09206833,133.19403,219.2,0.469,1.8596,0.013798,5639.0,4.551,0.859,295.51108,44.109261
8415863,K07037.01,,FALSE POSITIVE,27.533803402,147.2410009,48152.7,0.908,3.96227,0.284347,5925.0,4.052,1.611,285.05148,44.485138
5255552,K06545.01,,FALSE POSITIVE,32.45541269,137.607894,136386.0,0.726,7.3736,0.395929,4869.0,4.71,0.543,284.69308,40.498619
11389771,K01436.01,Kepler-301 b,CONFIRMED,2.508553286,135.0112,211.6,0.009,2.2664,0.013262,5814.0,4.523,0.881,283.98297,49.23299
3098843,K03376.01,,FALSE POSITIVE,29.9756697,135.45089,258.0,0.8708,2.987,0.017058,5893.0,4.462,0.986,286.23264,38.202888
6677841,K01236.01,Kepler-279 c,CONFIRMED,35.7353616,151.1133,778.8,0.878,8.491,0.029539,6366.0,4.045,1.697,287.3912,42.194832
7366258,K00880.02,Kepler-82 c,CONFIRMED,51.53997972,174.055011,3644.3,0.183,6.3994,0.05435,5427.0,4.463,0.929,292.87338,42.966141
10936786,K04179.01,,FALSE POSITIVE,0.569961046,131.80273,44.2,0.343,1.446,0.006148,5814.0,4.066,1.549,298.46341,48.32185
2309719,K01020.01,,FALSE POSITIVE,54.35635067,164.070221,10510.4,1.142,6.4345,0.283169,6161.0,4.281,1.255,292.93085,37.60664
5956354,K04726.01,,FALSE POSITIVE,8.0386699,135.3098,142.0,0.399,3.549,0.011063,6018.0,4.485,0.975,290.51785,41.238762
6021655,K03488.01,,FALSE POSITIVE,63.571688,186.4598,591.0,0.7182,6.01,0.023873,5504.0,4.572,0.819,283.42587,41.325531
9110346,K03607.01,,FALSE POSITIVE,0.895276162,131.6225645,319082.0,0.618,3.0518,0.618592,5242.0,3.631,2.55,298.34192,45.407669
3438976,K04527.01,,FALSE POSITIVE,2.97599368,132.9759,55.0,0.243,4.023,0.006846,6202.0,4.394,1.055,290.12021,38.534821
8108450,K08273.01,,FALSE POSITIVE,386.78734,354.9326,743.7,0.479,15.51,0.025317,5425.0,4.484,0.847,295.49759,43.909611
7219906,K06033.01,,FALSE POSITIVE,35.08976902,153.396702,5754.6,1.264,3.9623,0.358269,5603.0,4.556,0.846,297.01459,42.789169
12069414,K04512.01,,FALSE POSITIVE,0.589458602,131.82156,158.4,0.086,0.8278,0.011524,5286.0,4.517,0.776,295.45059,50.54211
5616489,K06604.01,,FALSE POSITIVE,410.88527,202.8127,2059.6,100.196,24.1,99.230606,5015.0,2.34,18.489,290.72864,40.866501
10544677,K02244.01,,FALSE POSITIVE,19.7352868,138.58362,319.4,1.417,5.097,0.431539,6329.0,4.44,1.045,295.54919,47.72657
9945370,K02285.01,Kepler-1175 b,CONFIRMED,37.9456138,134.78331,1032.9,0.263,4.093,0.029502,5861.0,4.546,0.865,289.1427,46.812889
8868686,K07598.01,,FALSE POSITIVE,4.44709107,133.9044,40.5,0.988,16.79,0.008132,6137.0,4.357,1.076,284.41647,45.138889
9944421,K07260.01,,FALSE POSITIVE,7.09520543,135.3715105,232683.0,0.778,3.69044,0.591183,5481.0,4.592,0.778,288.6192,46.802971
9959494,K03205.01,,FALSE POSITIVE,1.332568744,132.04697,24.1,0.751,3.755,0.004874,6620.0,4.411,1.081,295.19992,46.814621
7941635,K05449.01,,FALSE POSITIVE,0.762724045,131.650802,9782.2,1.252,1.98818,0.384859,5313.0,4.39,0.976,283.5701,43.736118
7622486,K01447.02,,FALSE POSITIVE,2.27999662,133.640649,12831.0,0.739,5.7777,0.112311,6594.0,4.051,1.691,296.02509,43.234875
6263468,K05253.01,,FALSE POSITIVE,10.1955065,140.26643,221.4,0.5396,2.447,0.013967,5182.0,4.601,0.666,282.92862,41.606091
7183745,K02521.01,Kepler-1266 b,CONFIRMED,28.4750006,154.5706,763.8,0.835,4.718,0.029051,4996.0,4.497,0.831,285.86929,42.728088
